Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Date
bodycare,After Shower Oil,81.71627133946981,1,196,15361.65000758089,Female,53,15,72,3,Blue Dart,4.3936337645354255,Supplier D,Delhi,13,409,12,54.50656252576706,Pass,1.606287242735113,Air,Route A,59.01784666570425,22-07-19 19:40
skincare,Hydrating Moisturizer,1.699976014,100,362,618.6261755529894,Non-binary,0,36,45,3,FedEx,5.726300957065488,Supplier B,Pune,32,371,30,50.416627602353394,Pass,1.5703569031965596,Sea,Route H,55.92446333414743,23-07-19 1:30
skincare,Face Cleanser,57.2686164470588,55,672,37048.27903176918,Male,33,19,53,4,Blue Dart,5.165646845508694,Supplier E,Kolkata,14,885,12,43.57868482,Pending,2.426254754853028,Road,Route D,48.818412918203954,23-07-19 16:28
cosmetics,Compact Powder,70.51065259173335,47,8,591.8095690266734,Non-binary,65,39,73,8,FedEx,3.840306002809637,Supplier D,Mumbai,32,896,30,59.35993678964586,Pass,1.6052609989495137,Sea,Route B,62.54822030420793,24-07-19 2:53
wellness,Protein Shake,49.17620646087724,29,179,8520.910026931719,Non-binary,0,16,40,4,Blue Dart,9.929816245,Supplier E,Kolkata,12,587,11,1.08506857,Fail,3.023866081306978,Rail,Route D,11.11832980369571,24-07-19 7:31
skincare,Anti-Aging Cream,99.17132864,32,371,35709.50548261989,Non-binary,1,28,63,9,FedEx,1.013486566,Supplier C,Ahmedabad,15,734,10,28.82939164974013,Fail,4.84077293204578,Rail,Route E,30.134442476497817,24-07-19 17:51
haircare,Hair Repair Oil,84.54852480962538,20,110,9339.024973525253,Female,50,30,88,4,UPS,8.466948661285631,Supplier B,Hyderabad,22,649,19,63.60081745,Fail,6.853085640029677,Rail,Route D,72.37586250302773,24-07-19 21:48
haircare,Hair Repair Oil,34.88705146485811,43,495,18062.23380772485,Female,57,28,41,5,Blue Dart,5.195927707197674,Supplier E,Chennai,23,675,20,72.16433470934692,Pass,0.5021577917083355,Rail,Route B,77.33728300423593,25-07-19 13:45
healthcare,Vitamin D Capsules,14.103813422568363,94,308,4484.769586342305,Female,26,26,40,7,FedEx,6.198200690807087,Supplier D,Pune,18,104,10,28.402599113512665,Pending,2.9392436679570437,Rail,Route H,35.137368731200574,26-07-19 18:02
haircare,Keratin Conditioner,50.30975743071544,18,725,35129.46313052433,Male,33,35,25,5,Blue Dart,8.471017748,Supplier A,Chennai,29,527,23,29.936855905913063,Pass,1.1062650652455677,Rail,Route D,38.30256778623416,26-07-19 20:19
grooming,Hair Wax,1.699976014,22,136,242.507970025596,Non-binary,48,34,87,7,FedEx,6.511954677,Supplier D,Delhi,27,896,24,44.07880808717236,Fail,6.833823289153344,Road,Route H,49.79035444070302,27-07-19 4:47
wellness,Herbal Supplement,6.151222451873579,23,587,3735.073305143252,Male,62,31,59,9,UPS,7.327035729896897,Supplier E,Chennai,20,370,3,82.42957710767938,Pending,2.932564734017554,Rail,Route B,90.63650499550606,27-07-19 11:17
grooming,Face Wash for Men,70.65152164913749,70,738,53541.2616405231,Non-binary,88,26,57,7,DHL,3.895187836,Supplier E,Pune,16,668,9,1.08506857,Fail,5.325506098547221,Road,Route I,4.889495564074131,27-07-19 20:35
grooming,Shaving Foam,31.101659844515545,59,8,238.14830204204463,Non-binary,18,19,40,7,UPS,2.660880055444131,Supplier B,Ahmedabad,11,525,1,54.53450865872529,Pending,3.815873694245094,Road,Route B,56.47417424803486,28-07-19 2:59
babycare,Baby Wipes,47.335650122912185,48,318,15772.661249737112,Male,98,18,61,3,UPS,9.929816245,Supplier D,Hyderabad,12,584,10,31.081319506085265,Fail,5.636146009263447,Rail,Route H,40.73493051659044,28-07-19 3:22
grooming,Shaving Cream,65.71455568,1,92,5975.8101389103485,Non-binary,66,18,74,10,UPS,5.0518542921902725,Supplier B,Kolkata,8,650,2,52.31615631813507,Fail,2.732331568333222,Rail,Route B,56.59819053990998,28-07-19 10:12
bodycare,Hand Cream,1.699976014,32,291,485.1451827031965,Male,71,26,39,8,FedEx,9.372912942,Supplier B,Delhi,17,476,14,73.76394013010034,Pending,2.57001314900001,Rail,Route F,82.70313948624394,28-07-19 22:44
wellness,Essential Oil Set,89.59023769356463,28,394,36601.02592504474,Unknown,29,34,32,10,FedEx,4.550589975097015,Supplier C,Mumbai,19,381,16,48.06666302672458,Fail,6.833382015202708,Rail,Route E,53.13488570460223,28-07-19 22:57
skincare,Face Scrub,3.3352393113752825,1,585,1998.3782971832904,Male,28,34,57,10,Blue Dart,1.9423493457131733,Supplier E,Delhi,25,446,1,99.4661086,Pass,1.6308586781852097,Air,Route B,102.0805974130266,29-07-19 6:14
haircare,Volumizing Spray,56.98769427364236,56,670,37418.18030974225,Male,72,39,44,6,Delhivery,7.044371424878441,Supplier A,Kolkata,29,495,28,72.96648626451028,Fail,4.542368629150873,Road,Route J,80.84318420758736,29-07-19 12:51
nailcare,French Manicure Kit,1.699976014,89,996,1673.8031982259515,Non-binary,100,19,96,5,Blue Dart,4.483133929,Supplier A,Kolkata,14,433,3,81.81684827323828,Fail,9.596861537999269,Air,Route C,87.03627432994367,29-07-19 17:01
bodycare,Body Scrub,34.21321081594914,22,331,10829.29262919267,Non-binary,0,22,45,5,FedEx,5.693646054522491,Supplier E,Delhi,15,581,1,39.14480720234009,Fail,3.1206172857428993,Air,Route C,44.04208026711089,30-07-19 12:08
cosmetics,Waterproof Mascara,84.02645683002405,98,443,39068.80720935993,Female,48,38,62,10,Blue Dart,5.655849014390217,Supplier D,Kolkata,27,104,26,60.702246940671785,Pass,1.9413192852242644,Rail,Route H,67.08546222855547,30-07-19 19:36
cosmetics,Blush Palette,36.65152109350298,44,592,21788.13435650068,Non-binary,7,39,87,9,Delhivery,1.400509104453067,Supplier E,Pune,30,686,12,38.98284161280169,Fail,2.681502384251097,Rail,Route E,39.61421028360182,31-07-19 0:39
babycare,Tear-Free Shampoo,89.20346046924465,44,460,42378.18536865184,Non-binary,52,36,49,8,FedEx,6.834657001294395,Supplier C,Chennai,26,488,23,86.98262191776871,Pending,2.3233318946679695,Air,Route H,95.42135614219092,31-07-19 1:51
bodycare,Coconut Body Butter,37.73157314591235,29,342,12804.685865523628,Female,40,30,28,5,Delhivery,6.343604191903272,Supplier C,Delhi,21,283,19,53.31801109769319,Fail,4.935220507144529,Air,Route J,59.79113804456588,31-07-19 4:27
wellness,Detox Tea,67.34700985244064,100,479,31143.511940857403,Female,70,13,48,1,FedEx,2.4064489204045976,Supplier C,Ahmedabad,13,591,11,64.68212549,Pass,1.3327875007781151,Road,Route B,68.31529815284966,31-07-19 16:04
healthcare,Herbal Tea,62.18390498137202,32,957,57138.81576597456,Female,97,36,55,8,UPS,2.898092244755892,Supplier C,Delhi,26,819,24,46.28020721,Pending,2.2079586088508374,Road,Route B,49.5851860740022,31-07-19 21:20
cosmetics,Liquid Foundation,10.49043920692499,82,996,9986.475478217884,Female,50,31,36,7,FedEx,1.013486566,Supplier D,Ahmedabad,25,256,1,73.93433976781732,Pass,1.5346880055254524,Sea,Route D,74.20434973084731,31-07-19 22:11
wellness,Relaxation Balm,14.91537142837258,1,784,11145.781678384628,Female,25,34,22,7,Blue Dart,9.653034599,Supplier A,Mumbai,27,925,26,46.220264570332446,Fail,8.04717183907599,Sea,Route G,55.30016307143672,01-08-19 7:38
fragrance,Citrus Body Spray,80.15214221070799,68,356,28056.38582264947,Male,29,37,45,4,UPS,3.384545796358838,Supplier A,Kolkata,30,453,21,70.74013733187634,Fail,5.801894994228064,Air,Route G,75.59537643121155,01-08-19 10:35
grooming,Aftershave Lotion,53.27930372379489,37,418,23071.48207004129,Non-binary,78,28,3,4,UPS,5.278615723591698,Supplier C,Ahmedabad,22,785,19,32.11152104576296,Pending,2.4124072605495805,Rail,Route G,37.49721289027461,01-08-19 12:25
haircare,Anti-Dandruff Shampoo,51.89731043595236,50,797,41983.85543831462,Female,18,23,55,9,UPS,4.486539127,Supplier A,Ahmedabad,15,511,11,37.27466313143135,Pass,1.9354472310800523,Sea,Route F,42.50582839928104,01-08-19 14:54
babycare,Baby Shampoo,43.54662723092613,26,165,7427.55199161625,Female,61,36,53,8,DHL,7.537807485328047,Supplier C,Bangalore,28,817,5,60.19997420195927,Pass,1.6100135054284301,Sea,Route J,68.84525556002853,02-08-19 8:41
nailcare,Nail Polish Remover,56.741261834737855,51,318,18586.379099734437,Female,59,26,28,2,FedEx,8.266917763042898,Supplier A,Mumbai,25,531,24,66.23927836144642,Pass,1.2250432262033817,Rail,Route E,75.29055845952351,02-08-19 8:43
bodycare,Foot Balm,42.87425211255723,94,378,16045.061878248069,Female,51,23,68,9,DHL,6.8299783650905335,Supplier A,Chennai,14,355,5,72.20430152752976,Pass,1.1057052723997898,Air,Route E,78.24977896630081,03-08-19 3:56
bodycare,Shea Butter Lotion,60.41338701988729,84,63,3668.422944135085,Male,80,25,1,7,Blue Dart,3.4002941280045875,Supplier D,Chennai,15,763,13,44.13789635230653,Fail,5.066951727612681,Road,Route E,46.72371075626465,03-08-19 10:43
cosmetics,Brow Pencil,8.814953451582653,3,747,6539.325653973115,Female,24,39,40,7,DHL,7.060719975620171,Supplier C,Delhi,30,569,6,68.15067644996684,Fail,3.786429434751863,Air,Route J,75.55171734237352,03-08-19 15:00
fragrance,Fresh Cologne,11.259049228658796,99,996,10866.536984510629,Female,37,29,60,3,Blue Dart,4.210891480862389,Supplier A,Ahmedabad,23,284,21,18.32842829896882,Fail,4.339162926970147,Sea,Route D,22.40691064593457,03-08-19 21:03
wellness,Protein Shake,99.17132864,14,146,14404.083007144854,Unknown,75,29,29,1,UPS,4.571586288622235,Supplier A,Delhi,28,151,3,58.61868889785001,Pass,1.4680120738132016,Rail,Route F,63.87715820095394,03-08-19 21:26
skincare,Hydrating Moisturizer,99.17132864,55,537,50744.7125084437,Non-binary,92,25,60,4,FedEx,5.571930135821215,Supplier C,Chennai,19,558,17,35.421975551835544,Pending,2.619490780214214,Road,Route I,41.33133779693711,03-08-19 23:10
cosmetics,Eyeliner Pen,64.09979869797284,39,8,526.3000868813385,Female,14,23,45,4,Delhivery,3.881493587957751,Supplier C,Hyderabad,19,214,8,49.48112075977212,Fail,2.833344815195291,Road,Route J,52.99236109933681,04-08-19 5:07
cosmetics,Blush Palette,89.49440308682443,1,204,17563.60616135091,Unknown,73,21,52,4,FedEx,4.257914167112489,Supplier A,Bangalore,17,194,16,55.26855503084517,Pass,1.2662709442699798,Sea,Route G,59.553131428216815,04-08-19 16:51
bodycare,Charcoal Body Wash,34.86518564286847,10,795,28721.58916999441,Male,39,39,82,4,FedEx,2.5693079338553795,Supplier A,Bangalore,31,683,28,58.40901023221913,Fail,6.312298739824849,Rail,Route B,61.92661123637269,04-08-19 22:20
grooming,Beard Oil,75.45999289,76,996,77461.19165888944,Female,91,16,53,6,Delhivery,5.1864064640825855,Supplier E,Bangalore,10,576,1,1.08506857,Fail,7.192065592976167,Sea,Route C,6.319850661437142,05-08-19 0:23
skincare,Anti-Aging Cream,99.17132864,70,643,66155.67698248535,Male,45,33,37,8,DHL,2.737294323643871,Supplier D,Kolkata,24,397,18,66.60564288241179,Pending,3.0046432615483623,Air,Route C,70.57348755299219,05-08-19 1:45
cosmetics,Highlighter Stick,27.31434120707235,100,391,10847.223329179202,Female,21,34,62,6,Delhivery,7.994429080720767,Supplier C,Pune,24,581,23,91.3123952534402,Fail,4.717491100084242,Road,Route C,99.93950196338412,05-08-19 3:03
nailcare,Nail Polish Red,77.12028870613287,19,509,39345.681382078415,Unknown,0,39,45,7,Blue Dart,6.559942138406719,Supplier D,Mumbai,30,667,25,28.333377314933287,Pending,2.7270529028163333,Road,Route F,35.20940584130547,05-08-19 5:03
babycare,Infant Oil,62.05905724686699,39,137,8723.783783655621,Non-binary,5,22,48,1,UPS,1.013486566,Supplier A,Mumbai,22,461,20,27.64357901866372,Pass,1.343895524633559,Rail,Route A,28.587625283000325,05-08-19 7:22
bodycare,Coconut Body Butter,75.43544881,51,308,22795.34431004856,Female,41,36,39,9,FedEx,2.968114678026104,Supplier B,Bangalore,26,301,25,66.00765180232143,Pending,2.8875160959730657,Air,Route H,68.87840543681952,05-08-19 14:35
healthcare,Zinc Tablets,73.14144453144786,98,639,46521.5001738209,Female,77,33,36,2,UPS,1.013486566,Supplier A,Delhi,30,817,22,55.48850540310865,Pass,1.7829330503232197,Air,Route C,57.374906843264206,05-08-19 15:45
nailcare,French Manicure Kit,74.71693692,76,361,27105.87467619412,Male,86,43,71,10,Blue Dart,3.9210877386805465,Supplier A,Ahmedabad,33,340,30,94.38389876351206,Fail,2.7440576285274667,Sea,Route D,97.61300556408938,05-08-19 19:59
grooming,Aftershave Lotion,82.54785944085866,25,313,24984.524858978388,Female,56,16,66,4,UPS,9.542219926438342,Supplier B,Chennai,11,501,3,7.352764207548432,Pass,0.9265663806384916,Air,Route H,16.972458337418484,05-08-19 20:18
skincare,Face Cleanser,1.699976014,100,695,1140.761143522978,Unknown,83,33,46,4,FedEx,5.395224246415926,Supplier D,Pune,29,158,28,22.285081307339844,Pass,1.2558853512067205,Road,Route A,27.48280549434573,06-08-19 6:10
grooming,Face Wash for Men,15.09257550240013,63,8,126.05430317909924,Unknown,30,22,74,1,Blue Dart,6.789093559882938,Supplier C,Mumbai,18,574,15,54.315893,Fail,4.773120638229617,Road,Route J,60.56277209824047,06-08-19 13:02
skincare,Hyaluronic Acid Serum,6.983478828808913,64,331,2357.9478797302863,Unknown,72,37,44,8,UPS,1.118671512204334,Supplier E,Chennai,28,588,27,64.36926921646537,Pass,1.9890274404829797,Rail,Route F,66.37405669597814,07-08-19 13:00
babycare,Baby Soap,28.8375615569374,24,996,27780.07443112815,Non-binary,43,25,27,5,FedEx,2.160820821446481,Supplier C,Pune,20,104,9,90.33680248426418,Fail,6.606159429572743,Sea,Route F,92.29938346430704,07-08-19 13:24
wellness,Yoga Mat Cleaner,62.42269405426387,58,624,40111.48008237286,Non-binary,62,35,25,4,DHL,7.469238372554994,Supplier B,Delhi,28,692,25,49.61316909631188,Fail,4.4058920401518105,Air,Route D,56.98118366197261,07-08-19 14:34
nailcare,Nail Hardener,1.699976014,15,367,612.4759179853409,Female,100,30,75,3,Delhivery,2.2304034497686187,Supplier E,Bangalore,24,749,22,61.29885717421698,Fail,4.233977594774721,Sea,Route E,64.08074816945133,07-08-19 17:42
grooming,Shaving Foam,27.425911086644224,59,314,8811.392514902944,Non-binary,100,33,28,10,Blue Dart,5.002816088224619,Supplier C,Hyderabad,23,443,21,54.30120187483896,Fail,8.336850381953282,Air,Route D,59.80562298717264,07-08-19 17:48
bodycare,Exfoliating Soap,1.699976014,60,604,1032.058498827041,Male,14,20,33,5,FedEx,6.093319613648715,Supplier A,Hyderabad,15,104,13,1.08506857,Fail,1.059724010142943,Sea,Route H,7.175370572042032,07-08-19 18:31
grooming,Beard Shampoo,86.75193273171087,39,759,66399.71834808345,Female,60,32,68,7,FedEx,6.263954719943633,Supplier D,Chennai,20,304,19,56.62894025,Fail,6.236602606427615,Road,Route A,63.64932151750062,07-08-19 23:38
babycare,Baby Shampoo,41.99585983640888,1,560,23944.469332484427,Female,98,39,59,6,Delhivery,1.6637806797230108,Supplier D,Ahmedabad,30,750,10,56.42932892907789,Fail,5.21241445142287,Road,Route I,58.78641692277861,08-08-19 5:58
bodycare,Shea Butter Lotion,76.57211416171444,98,35,2660.742174326221,Non-binary,66,30,39,3,Blue Dart,3.158941320114218,Supplier A,Kolkata,25,337,23,63.91067396395129,Pending,2.3372790483187473,Sea,Route C,66.10051591345878,08-08-19 20:50
healthcare,Herbal Tea,69.91964888845368,38,553,39535.86276982821,Female,0,33,53,6,FedEx,3.741444279,Supplier E,Chennai,28,201,17,23.367597072409893,Pass,1.7456264987292822,Air,Route J,26.581921895005745,08-08-19 23:05
bodycare,Body Scrub,54.16706467203594,72,996,52766.038896129015,Non-binary,70,39,45,6,UPS,7.118733030031729,Supplier A,Ahmedabad,32,724,29,5.108604779846004,Pass,1.5708507326466843,Sea,Route A,12.1468615242673,09-08-19 23:40
fragrance,Floral Perfume,95.69806443864242,91,384,37019.07215345445,Female,76,28,14,1,UPS,1.4031602353588477,Supplier A,Bangalore,27,629,2,49.82029833786696,Fail,3.3336140693517327,Sea,Route D,50.74054450314241,10-08-19 0:19
babycare,Baby Soap,70.79442485583364,28,443,30427.71961291979,Unknown,75,37,52,5,FedEx,3.1688669830785483,Supplier C,Pune,30,203,27,72.61040888334324,Pending,3.625678136095444,Rail,Route E,76.4754458359827,10-08-19 1:18
nailcare,French Manicure Kit,43.90057154865676,4,788,33115.277906101386,Non-binary,20,22,88,5,DHL,9.929816245,Supplier B,Hyderabad,16,467,8,24.953743380797345,Pass,1.8066295230041902,Sea,Route C,35.255561387296474,11-08-19 8:04
grooming,Body Mist for Men,88.14899373721258,52,359,30883.575241657723,Non-binary,50,27,22,6,DHL,1.8858296720458256,Supplier B,Delhi,21,956,18,53.568750781189856,Pass,1.549790716299205,Rail,Route G,55.73388043334814,11-08-19 9:49
skincare,Anti-Aging Cream,9.09257692912542,11,8,74.12119584757588,Female,18,38,96,8,Blue Dart,6.531450606236092,Supplier B,Chennai,30,941,18,31.81680033071618,Pass,1.0728635516247313,Rail,Route C,38.45783596613349,11-08-19 20:16
skincare,Face Cleanser,37.07194283726002,81,708,25908.180109263594,Male,100,11,81,6,UPS,6.0965047521647495,Supplier A,Delhi,5,677,3,5.8405142460727575,Fail,2.0487546400068504,Sea,Route I,11.967475137026346,11-08-19 20:54
skincare,Hydrating Moisturizer,59.43563813627751,92,501,28290.36857625533,Male,94,34,72,8,DHL,2.856447593922564,Supplier D,Kolkata,26,279,23,99.4661086,Fail,3.695905083934664,Road,Route B,100.53047325125416,11-08-19 21:21
fragrance,Citrus Body Spray,1.699976014,50,338,579.8870435515372,Unknown,63,28,67,6,Delhivery,4.437498232366573,Supplier A,Hyderabad,23,490,1,51.09783183572652,Pass,0.8284130870373467,Road,Route H,56.16931267980185,12-08-19 2:57
babycare,Diaper Cream,30.132226928908945,59,212,6160.469802095218,Female,58,32,44,6,DHL,5.426287841501885,Supplier C,Ahmedabad,27,502,21,80.36574914398795,Pass,0.8097839424440756,Air,Route G,87.23549817937366,12-08-19 2:59
bodycare,Body Scrub,33.077922202296364,9,709,23068.40855803936,Unknown,15,34,96,3,DHL,6.366715030949395,Supplier D,Delhi,30,863,28,63.842746,Pending,3.7819390880026535,Air,Route G,70.09885384128887,13-08-19 0:27
haircare,Keratin Conditioner,54.05475650057038,1,942,49366.36161599591,Female,41,24,58,7,FedEx,3.831198015994087,Supplier B,Hyderabad,17,589,16,29.33449061178808,Fail,9.60921206658212,Sea,Route B,33.75047206057121,13-08-19 0:59
nailcare,Nail Polish Remover,99.17132864,12,291,29685.67288165749,Female,79,24,59,3,Blue Dart,5.909214305519312,Supplier E,Mumbai,20,313,1,1.08506857,Pass,1.9554184582606349,Air,Route B,6.9051558486523845,13-08-19 9:13
babycare,Gentle Moisturizer,99.17132864,28,485,48005.19172039469,Unknown,35,27,40,9,FedEx,9.663487222,Supplier E,Pune,16,916,7,41.17303689516474,Pending,2.7394514406967634,Air,Route G,50.62215553465698,13-08-19 9:42
healthcare,Herbal Tea,67.96921230220318,25,90,6292.065015607469,Unknown,17,19,88,9,FedEx,2.18585911,Supplier C,Delhi,10,861,2,43.403964218325214,Fail,3.085175207191263,Sea,Route B,45.02617613957823,13-08-19 11:07
skincare,Aloe Vera Gel,22.908021194607887,55,996,23706.20159976925,Unknown,31,12,83,2,Blue Dart,5.376381115766023,Supplier D,Bangalore,8,605,3,17.475498279613436,Pending,3.5359690995024424,Rail,Route B,23.27075929979176,13-08-19 16:09
nailcare,Base Coat,3.391021069788259,1,996,3395.046949656816,Male,29,24,24,5,UPS,7.518566948206175,Supplier E,Mumbai,20,674,17,65.49003964531357,Pass,1.4258324914381533,Air,Route G,71.61443012399353,14-08-19 0:18
skincare,Aloe Vera Gel,31.27725883604604,43,8,252.7708779447989,Non-binary,30,15,71,8,DHL,3.328132307500217,Supplier E,Kolkata,8,451,7,20.184602989025404,Pass,0.9905958613695365,Sea,Route E,23.110299851434103,14-08-19 2:45
wellness,Essential Oil Set,18.62967786249476,14,235,4321.419070293223,Female,100,18,20,6,UPS,7.372980991574312,Supplier B,Mumbai,11,930,10,54.77342810662204,Pass,1.8791345370325616,Sea,Route I,62.65448833284182,14-08-19 5:14
healthcare,Pain Relief Gel,99.17132864,1,742,75386.52091768023,Male,60,29,15,7,Delhivery,8.558626118885616,Supplier A,Hyderabad,20,645,6,22.87273997231861,Pending,3.5093265822404476,Road,Route D,31.635166635994835,14-08-19 13:31
fragrance,Citrus Body Spray,75.57217942989602,30,694,51078.421023935545,Non-binary,28,4,40,1,Delhivery,3.625574851290917,Supplier B,Hyderabad,1,852,1,31.98381211482516,Pending,2.1556267468291717,Air,Route D,35.57000282551064,15-08-19 4:15
fragrance,Fresh Cologne,99.17132864,62,395,39777.17835701624,Unknown,59,28,39,3,FedEx,7.466338184633429,Supplier D,Pune,25,353,9,21.46980164,Pass,0.829357187172244,Road,Route E,29.27291892084321,15-08-19 8:50
babycare,Infant Oil,40.763893374428406,55,23,913.0692442009685,Female,25,41,23,10,Blue Dart,5.302183446799339,Supplier D,Chennai,29,434,26,58.88765649804254,Pending,3.9728010452607188,Sea,Route H,64.77599626651096,15-08-19 18:50
fragrance,Fresh Cologne,41.68131689898628,67,509,21236.02082146266,Female,67,21,33,6,DHL,5.867768353037328,Supplier E,Kolkata,16,565,9,44.31991162874286,Pass,1.4590132828569617,Rail,Route E,50.1177830127392,16-08-19 7:41
babycare,Tear-Free Shampoo,1.699976014,78,996,1757.9240242497242,Male,25,29,10,10,Blue Dart,6.145255293072139,Supplier B,Pune,18,239,16,60.63057337232746,Pending,3.343775112240068,Sea,Route C,66.59513060129372,16-08-19 11:45
bodycare,Hand Cream,85.39479762071059,45,996,87420.31230501295,Female,100,24,20,4,Delhivery,8.507877476510512,Supplier E,Hyderabad,16,460,5,1.08506857,Fail,5.968841758178165,Air,Route H,9.433070075055952,17-08-19 0:02
healthcare,Immune Booster,1.699976014,78,550,968.5702604057348,Unknown,35,19,12,5,DHL,1.013486566,Supplier E,Delhi,15,454,13,58.99331823466022,Pass,1.4075442926399093,Air,Route C,58.84329821552748,17-08-19 10:07
cosmetics,Eyeshadow Palette,75.99989894231847,59,996,73667.81236793665,Female,80,31,49,1,DHL,2.8932181282668044,Supplier C,Chennai,30,457,16,38.80794957163653,Fail,6.1666300001556245,Air,Route J,41.62398997629391,17-08-19 22:15
grooming,Deodorant Spray,27.39040367592835,12,373,9881.96645462633,Non-binary,8,23,27,6,UPS,6.223046259312525,Supplier B,Chennai,16,773,14,38.50959099436195,Pending,2.3765082834871247,Rail,Route H,44.51724740396125,17-08-19 23:18
cosmetics,BB Cream,86.84763930207154,32,380,31356.13568889569,Non-binary,12,17,41,6,Blue Dart,5.856440898,Supplier C,Mumbai,12,885,9,38.660170896690175,Pass,1.2204160596388294,Road,Route H,44.44688544506737,17-08-19 23:37
fragrance,Vanilla Essence,78.01894226730934,1,528,42027.15258629897,Non-binary,18,17,25,8,UPS,5.210180534294524,Supplier A,Mumbai,9,354,7,99.4661086,Fail,2.17843457052123,Air,Route F,103.3640833175584,18-08-19 3:33
nailcare,Nail Hardener,59.58118665168184,78,265,16040.714969541836,Non-binary,26,42,52,7,DHL,5.413362366629068,Supplier D,Delhi,33,225,30,27.617746848131592,Pending,3.4869801905599576,Road,Route A,32.843408850658825,18-08-19 3:38
babycare,Baby Bubble Bath,55.536666594919815,95,948,52600.58836209404,Male,27,36,33,5,Blue Dart,7.003695575165303,Supplier E,Kolkata,28,332,25,77.26943982277419,Fail,4.908749276498714,Sea,Route H,84.80651033527275,18-08-19 8:01
fragrance,Oud Intense,64.95840135697578,68,506,33479.98830465066,Male,55,25,42,6,DHL,4.543109262,Supplier B,Pune,18,247,3,54.13127872995613,Pass,0.748198192553764,Air,Route D,58.75908579744855,18-08-19 10:56
grooming,Face Wash for Men,48.55523800235998,60,996,48144.91237950097,Male,33,12,21,1,Blue Dart,6.707774463584023,Supplier D,Pune,10,985,1,63.47789541391785,Pending,3.8035083214444994,Sea,Route A,68.8670947501527,18-08-19 13:22
haircare,Anti-Dandruff Shampoo,53.23507191689953,69,906,49034.03689400506,Male,100,26,61,8,Delhivery,6.116326463565076,Supplier B,Hyderabad,18,562,11,10.924202678491028,Fail,3.7064984828553635,Sea,Route G,17.260967627798912,18-08-19 15:07
fragrance,Amber Mist,44.31291718,100,776,33807.578661134314,Male,44,25,75,6,Blue Dart,4.555815708900228,Supplier C,Pune,20,142,17,49.18796114105821,Pass,1.2730901780796335,Road,Route F,54.6383192514287,18-08-19 16:30
haircare,Leave-In Conditioner,42.286268270159255,60,27,1130.0728521868714,Female,66,23,20,9,UPS,6.427722955172421,Supplier A,Chennai,15,359,5,22.57629627985427,Pass,1.9627863915788162,Sea,Route A,29.19187914264774,19-08-19 1:11
skincare,Hydrating Moisturizer,99.17132864,75,398,40698.05785298096,Unknown,78,29,56,10,FedEx,2.2926798292840527,Supplier C,Pune,20,985,5,19.85870291868012,Pass,1.298030285630945,Rail,Route I,22.31119716384263,19-08-19 7:50
wellness,Herbal Supplement,99.17132864,51,522,52432.55537482385,Unknown,25,36,96,5,FedEx,5.107371559016404,Supplier A,Chennai,29,328,16,1.08506857,Pending,2.374088998717372,Sea,Route J,6.251369383778766,19-08-19 13:23
nailcare,Base Coat,99.17132864,86,90,9320.00533003386,Male,16,25,56,7,Delhivery,6.907629476192443,Supplier C,Ahmedabad,15,752,14,1.08506857,Fail,5.556277426441863,Air,Route J,7.910788557164506,19-08-19 17:17
babycare,Tear-Free Shampoo,97.76008558,10,134,13443.844050573838,Male,90,31,27,8,DHL,9.929816245,Supplier B,Mumbai,23,370,11,46.60387338,Pass,1.8972880351042627,Rail,Route D,55.41725546957848,19-08-19 22:41
wellness,Massage Oil,74.36128225457881,17,612,44650.83727089662,Female,3,30,49,1,Delhivery,7.362161439583144,Supplier B,Chennai,29,319,3,73.17108152240336,Fail,3.1196413449897675,Rail,Route I,79.15188443303568,19-08-19 23:33
wellness,Massage Oil,45.63660989677386,59,138,6459.208213533708,Female,50,22,19,2,Delhivery,5.315722105,Supplier A,Ahmedabad,20,911,16,43.18447957,Fail,8.758826228298446,Road,Route H,47.794796988638566,20-08-19 7:08
nailcare,Nail Hardener,61.38026430148464,100,458,27132.938585151936,Unknown,46,24,88,7,FedEx,4.594329888633002,Supplier A,Delhi,17,648,1,15.043637193262969,Fail,1.2144798314113316,Road,Route F,19.628737518294635,20-08-19 9:15
bodycare,Exfoliating Soap,37.3809951613317,2,442,17121.91393087821,Male,100,31,89,6,UPS,4.173969529526915,Supplier D,Hyderabad,23,193,1,30.90344785004125,Pending,3.154197249487453,Sea,Route C,35.597399995141856,20-08-19 16:33
cosmetics,Lip Gloss,77.18542075406698,97,587,44006.55399864599,Female,4,21,80,3,Delhivery,1.2886961512528077,Supplier E,Hyderabad,18,465,14,64.84855927,Fail,2.4899162101718177,Road,Route A,66.28971324259464,20-08-19 22:05
skincare,Eye Cream,31.881478733900263,49,209,6578.86901348676,Male,66,24,88,5,UPS,9.060457927096872,Supplier E,Bangalore,19,894,17,50.41049772798196,Fail,8.189756564039556,Sea,Route G,60.63474283193908,21-08-19 1:54
